store_id,uptime_last_hour,uptime_last_day,update_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
4555669240195084905,0,0,0,60,24,168
8415343192352122349,60,24,168,0,0,0
5006591355794766875,60,24,168,0,0,0
6784389612214068952,0,0,0,60,24,168
2804435898366535856,60,17,153,0,7,15
3714058174530175922,60,24,168,0,0,0
8940560009375832125,60,24,168,0,0,0
807325626462019528,60,24,168,0,0,0
1832931292863730276,60,24,168,0,0,0
445709763188105330,60,19,143,0,5,25
3096040684501619795,60,24,168,0,0,0
2075283273074966485,60,24,168,0,0,0
7054847535135869283,60,10,111,0,14,57
3129391716947252814,60,24,168,0,0,0
4988339620908361844,0,0,0,60,24,168
1517232373106574528,0,8,140,60,16,28
2454029148522845822,60,24,168,0,0,0
5423340161178834539,60,24,168,0,0,0
7264184604651353082,60,24,165,0,0,3
927755817290995613,60,17,161,0,7,7
6408729292092964206,60,22,165,0,2,3
1940725575276828760,60,24,152,0,0,16
8406294444492805839,0,0,0,60,24,168
8605225132955082989,60,24,168,0,0,0
8177571715733208943,60,24,168,0,0,0
3928420091741133278,60,22,166,0,2,2
3065302095670005634,0,0,0,60,24,168
2362172466422093393,0,0,22,60,24,146
8915850711079817658,60,24,168,0,0,0
5101602669688294040,60,24,168,0,0,0
287678995978626199,60,24,168,0,0,0
7268756666846583478,60,24,102,0,0,66
6984232154663999574,0,0,0,60,24,168
1048208623308015242,60,24,168,0,0,0
1834941129445504356,60,24,168,0,0,0
7767453872961789940,0,0,0,60,24,168
865059064887111297,60,24,168,0,0,0
7741788920496674160,60,24,168,0,0,0
5628351236084623530,60,24,168,0,0,0
2293752746141569150,0,0,0,60,24,168
8315578618681858117,0,0,0,60,24,168
321846354188869985,60,24,168,0,0,0
4747205070683547129,60,24,168,0,0,0
4570537082037555757,60,24,168,0,0,0
138609105862509057,60,24,168,0,0,0
5659814264223297824,60,24,168,0,0,0
8923513190309517367,0,0,0,60,24,168
5346737132586301397,0,0,0,60,24,168
4890018019839777683,0,0,0,60,24,168
740897790876755009,60,24,168,0,0,0
6346860309109709465,60,24,168,0,0,0
5687653224523048489,60,24,166,0,0,2
3172876964943001056,60,24,168,0,0,0
7035744948757147672,0,0,0,60,24,168
3601389039105722172,60,24,168,0,0,0
5611159588381427939,0,5,45,60,19,123
2159172063705870797,60,24,168,0,0,0
6335498821750639637,0,3,34,60,21,134
1525027307755002108,60,24,168,0,0,0
564267096330464927,60,23,159,0,1,9
8054888194025284607,60,24,166,0,0,2
6635793443867796991,60,24,168,0,0,0
6801222513249393858,60,24,168,0,0,0
2222659961197665002,60,24,168,0,0,0
6669301395664761351,60,24,168,0,0,0
5001999964346176812,60,24,168,0,0,0
478727481664524694,60,24,168,0,0,0
4127105604797317363,60,24,168,0,0,0
6028655904317149623,60,24,168,0,0,0
2948021050179464414,0,0,0,60,24,168
3155203211548942138,60,24,168,0,0,0
6727214938689000892,60,24,168,0,0,0
6031871749231627550,60,24,168,0,0,0
2223985866580118457,0,0,20,60,24,148
4368578428325508490,60,24,168,0,0,0
7270426920742764473,31,24,168,29,0,0
1595924481482000817,60,21,148,0,3,20
7630176004787064983,60,24,168,0,0,0
8028524079570199602,60,24,168,0,0,0
580069881451382554,60,24,164,0,0,4
2067164734746716745,60,24,168,0,0,0
9140297655972715696,60,24,168,0,0,0
2070084895250132543,60,22,166,0,2,2
6979445589997825512,60,23,124,0,1,44
8300036137734431695,0,0,0,60,24,168
3896016787490719461,0,0,21,60,24,147
6359778271200329463,0,0,0,60,24,168
6066377682406853552,60,22,160,0,2,8
3324627668005357668,60,24,168,0,0,0
7295752215482123740,0,15,105,60,9,63
5437121622598350309,0,14,158,60,10,10
7466277663248763659,60,24,168,0,0,0
2663109925048280145,60,24,168,0,0,0
1762118160451132048,60,24,168,0,0,0
2099195835339228119,60,22,165,0,2,3
7482042427544549838,33,23,125,27,1,43
3158597119551104416,60,22,160,0,2,8
1232409827673303937,60,24,168,0,0,0
5160294210655733470,60,24,168,0,0,0
4177331936048983379,0,0,21,60,24,147
6087886175480507340,0,22,151,60,2,17
1971607333245639153,60,24,168,0,0,0
2754373110915293479,60,24,168,0,0,0
1224917601667833196,60,24,168,0,0,0
776215135045992658,60,24,168,0,0,0
2665513692618901796,0,0,0,60,24,168
4443061550807480769,60,24,168,0,0,0
1999256227161107821,60,24,168,0,0,0
6745596264057716490,60,24,168,0,0,0
2670120517730073956,60,24,168,0,0,0
3658551642872715656,60,24,168,0,0,0
3240991385763141593,60,24,168,0,0,0
2978695913123948024,0,0,0,60,24,168
4222906947547238483,0,0,0,60,24,168
4270744069660276008,60,24,168,0,0,0
6812121993537311726,60,24,168,0,0,0
3128372722755492220,60,24,167,0,0,1
4833167438922823535,60,24,168,0,0,0
1312737911163710048,60,24,168,0,0,0
8450230568847192152,60,24,168,0,0,0
1773157969269683410,60,24,168,0,0,0
812953288352668843,60,24,168,0,0,0
2229684995989739381,0,0,0,60,24,168
1167606057400056873,0,0,0,60,24,168
5856348567471046473,0,13,146,60,11,22
2752990851432409017,60,24,168,0,0,0
6611611742761405755,0,0,0,60,24,168
5797713854854090643,60,24,168,0,0,0
515890119341362297,60,24,168,0,0,0
5780813717310121743,60,24,167,0,0,1
4034667685273168284,0,13,124,60,11,44
1616432786621991928,60,24,168,0,0,0
3789901410822766155,0,18,100,60,6,68
667833821729270380,60,24,168,0,0,0
5083547698453834531,60,24,168,0,0,0
5272156405713106221,60,24,168,0,0,0
3345190510668585029,60,17,161,0,7,7
8518420877315551053,0,0,0,60,24,168
6849904977140754128,0,0,87,0,0,81
6764393342396993996,60,24,168,0,0,0
8057204907167274318,0,0,0,60,24,168
7457598832917448197,60,24,168,0,0,0
3393753704630223393,60,24,168,0,0,0
8396574520319233427,60,24,157,0,0,11
8947096307448871939,0,7,48,60,17,120
6972694824172053960,0,0,0,60,24,168
9132920193213315507,60,24,168,0,0,0
942318350982356779,0,0,0,60,24,168
8149700264687366124,0,0,0,60,24,168
5779040784826729371,60,22,163,0,2,5
1784034335481747558,60,24,168,0,0,0
4658864072483512739,0,0,0,60,24,168
7719431480261328601,0,0,0,60,24,168
5731801079173639247,60,24,168,0,0,0
3105861724020993588,60,18,107,0,6,61
1142405732683301271,0,0,0,60,24,168
4761958723483799904,0,0,20,60,24,148
7359759164304272558,60,19,78,0,5,90
5223121655148958959,60,24,168,0,0,0
5708216178017926721,60,24,168,0,0,0
496544642728879876,60,24,168,0,0,0
4936277927121415237,60,24,168,0,0,0
8613974872256058220,60,24,168,0,0,0
1997623176292695616,60,24,168,0,0,0
736453887128271164,0,0,0,60,24,168
7041948901572311199,60,24,168,0,0,0
2654794462633250702,60,24,168,0,0,0
8930821394916903632,60,24,168,0,0,0
3270464776727682483,60,24,168,0,0,0
8088407484428563722,60,24,168,0,0,0
1694705290629676476,0,0,0,60,24,168
6592481242907585984,60,24,168,0,0,0
8004746081868691909,60,24,168,0,0,0
9028358488290162703,60,24,168,0,0,0
7960430881308399931,60,24,168,0,0,0
1421802966801470384,60,24,168,0,0,0
4590731204145498592,60,24,168,0,0,0
4599395172955194364,0,0,0,60,24,168
2540019068037759837,0,0,0,60,24,168
3735257578617428830,60,24,168,0,0,0
6456267951421441138,60,22,106,0,2,62
8826911675007356143,0,0,0,60,24,168
4292231820522177945,60,24,168,0,0,0
1314274815843129963,60,24,168,0,0,0
9193559216574172446,60,24,168,0,0,0
4997502274877708127,60,24,168,0,0,0
5945586020471081479,60,24,168,0,0,0
4764970394727226380,60,14,126,0,10,42
6556051341274028854,0,0,0,60,24,168
7771293565212721563,60,24,168,0,0,0
77807862794479435,0,0,0,60,24,168
1129475368279928160,60,24,168,0,0,0
6246888826099900117,60,24,168,0,0,0
6575129232567489550,0,0,0,60,24,168
2527307588557497497,60,24,168,0,0,0
2270290649974819036,60,24,168,0,0,0
1929770513696170371,60,24,168,0,0,0
3394966524821445547,60,24,168,0,0,0
778961686365015669,60,24,168,0,0,0
7746550245593796239,60,24,168,0,0,0
8449389343375783129,60,24,168,0,0,0
4025466083805424483,0,13,156,60,11,12
6916495685378065181,0,0,0,60,24,168
5836681102004483657,60,24,168,0,0,0
720642302120300572,60,24,168,0,0,0
2009077113330138186,60,24,168,0,0,0
6876764432336373406,0,0,0,60,24,168
5220678275123771277,60,24,168,0,0,0
2062632175994588271,60,24,168,0,0,0
1614590885697209735,60,24,168,0,0,0
6703403472804743914,60,19,78,0,5,90
1073576646108301626,60,24,168,0,0,0
7924491199841866209,60,24,168,0,0,0
4962791351847951525,60,24,168,0,0,0
3417027643362015361,60,24,168,0,0,0
7169308046340245467,60,24,168,0,0,0
2810290175073288531,60,24,168,0,0,0
1723275522870193313,60,24,168,0,0,0
2127908772812568073,0,0,0,60,24,168
901663360965797831,60,24,168,0,0,0
3271911228991077166,60,24,114,0,0,54
8317771691417900343,60,24,68,0,0,100
7455269861872781088,0,8,63,60,16,105
2258111763364276424,0,0,0,60,24,168
4327979858364843783,60,24,168,0,0,0
2577578327706966145,60,24,168,0,0,0
1060179255899616212,60,24,168,0,0,0
4304618326848259972,60,24,168,0,0,0
7342525183027793127,60,24,168,0,0,0
2207505023643514586,60,24,168,0,0,0
5357305205368224740,0,0,0,60,24,168
8113861361411439790,60,24,168,0,0,0
8365539742131714419,60,24,168,0,0,0
3485173471183331720,60,24,168,0,0,0
1660715515226597739,60,24,168,0,0,0
7552339473703159534,60,24,168,0,0,0
5297596317822361488,0,0,21,60,24,147
2345841415251125042,0,0,0,60,24,168
5772246115389759680,60,24,168,0,0,0
5351410208438774557,60,24,168,0,0,0
8330988331731405641,60,24,168,0,0,0
1865300673614060744,60,24,168,0,0,0
8146565851323274418,60,24,168,0,0,0
5739710855294806901,60,24,168,0,0,0
7957379255119181612,0,0,0,60,24,168
4465839960587364847,60,24,168,0,0,0
2541838801808164018,60,24,168,0,0,0
5711540913166429515,0,0,0,60,24,168
1577777810975685938,60,24,168,0,0,0
3754619868438886485,60,24,168,0,0,0
5375203361490346017,60,24,168,0,0,0
6468596973381425406,60,24,168,0,0,0
1652496053659792779,60,24,168,0,0,0
4172267359776302559,60,24,168,0,0,0
3283755042164401305,60,24,168,0,0,0
4527957818906748381,60,14,135,0,10,33
6811083803735607748,0,0,0,60,24,168
5529531397122473369,60,24,168,0,0,0
5866971221601071058,60,24,168,0,0,0
6861507603513510770,60,24,151,0,0,17
2700013316652563371,60,24,168,0,0,0
4731286587318617951,60,24,168,0,0,0
8862200150372665588,60,24,168,0,0,0
6617740648611760291,0,0,0,60,24,168
1743799994211835904,60,21,99,0,3,69
7509967577070299969,60,24,168,0,0,0
7559656433578558340,60,24,168,0,0,0
982142600644061477,0,0,21,60,24,147
1583142703043015562,60,24,168,0,0,0
7433981271180316435,60,23,164,0,1,4
579468893655914961,0,0,0,60,24,168
5809392912721997148,60,24,168,0,0,0
6309774117916948697,60,24,168,0,0,0
6923558559392936257,60,24,168,0,0,0
6011621607363192226,0,0,0,60,24,168
2274571391642491147,0,0,0,60,24,168
2471906808177677281,60,24,168,0,0,0
5570314770521046832,60,24,168,0,0,0
9201682678531139618,60,24,168,0,0,0
7544087529212628453,29,23,161,31,1,7
1414819399437123245,60,24,68,0,0,100
7286054968888572460,60,24,168,0,0,0
2815185340992803685,0,0,0,60,24,168
7145204994238315796,0,0,0,60,24,168
1194514756706471547,60,24,168,0,0,0
426840365769859266,60,24,168,0,0,0
3679646222732585387,60,24,168,0,0,0
1848322446383292720,60,24,168,0,0,0
3565831738235015999,60,24,168,0,0,0
111941507920209544,60,24,168,0,0,0
2934949347001498307,60,24,168,0,0,0
1181336060537986213,60,24,168,0,0,0
654879743459156766,0,0,0,60,24,168
2330927849624990929,60,24,168,0,0,0
6075036120882049627,60,24,168,0,0,0
6042547964020360785,0,0,0,60,24,168
3810148142101161901,60,24,168,0,0,0
2912564906335020806,23,23,124,37,1,44
5126740789314147969,0,14,117,60,10,51
1393227882155458068,60,24,168,0,0,0
1084653751009957636,60,24,168,0,0,0
7989824650641423384,60,24,168,0,0,0
665459306756552145,60,24,168,0,0,0
296324887233357044,60,24,168,0,0,0
6050822843681460644,60,24,168,0,0,0
4132394487498433428,60,24,168,0,0,0
2286364319330176355,60,24,168,0,0,0
2629448496092483341,0,0,0,60,24,168
6179882527856209603,0,0,0,60,24,168
8995274074919452526,0,0,0,60,24,168
3354046570648126399,0,0,0,60,24,168
7606727182356080230,60,24,168,0,0,0
9117320616611448956,60,24,168,0,0,0
1983636138195201401,60,24,168,0,0,0
1730475228731305216,60,24,168,0,0,0
3549623081223652275,60,24,168,0,0,0
8798288608190005727,0,0,0,60,24,168
6384244265547527170,60,12,118,0,12,50
125544985669731489,60,24,168,0,0,0
1022997542207533123,60,24,168,0,0,0
1199210165682135974,0,0,0,60,24,168
4174581576801446131,0,0,20,60,24,148
6091506400240409510,60,24,168,0,0,0
600699108575030362,60,24,136,0,0,32
2351452639137820185,0,0,0,60,24,168
6947693121083401489,0,0,0,60,24,168
7883294653851441833,60,24,168,0,0,0
3048405945625600463,60,24,168,0,0,0
9039154638593046891,60,24,168,0,0,0
7438917834416497663,60,24,122,0,0,46
3585649224838781210,60,9,64,0,15,104
7705146800407243499,0,0,37,60,24,131
6696287750085874884,60,24,168,0,0,0
676996427550674786,0,0,0,60,24,168
4602873428767370392,0,0,0,60,24,168
6582175107859772530,60,24,168,0,0,0
5755215675909180432,60,24,168,0,0,0
8057193747432734671,0,0,0,60,24,168
1473951555364840163,60,24,143,0,0,25
7867185941212567833,0,10,154,60,14,14
496858572677556540,60,13,129,0,11,39
3829825085326760091,60,24,168,0,0,0
4424946105527141451,60,24,168,0,0,0
1804061197212089977,60,24,166,0,0,2
6510727757912253538,60,24,168,0,0,0
5062754998522310743,60,17,161,0,7,7
2247703802693065795,60,24,168,0,0,0
3499744142840274007,0,0,82,60,24,86
8085741570232635350,60,24,168,0,0,0
8974573903726175383,60,24,168,0,0,0
7268287231350380540,60,21,108,0,3,60
4722198435074454257,60,24,168,0,0,0
6043828506214699375,60,24,168,0,0,0
1045126309015021879,60,24,168,0,0,0
1099483602963486225,60,8,61,0,16,107
5501223155082294021,0,0,0,60,24,168
445101785032416943,0,0,0,60,24,168
6410833564601599714,0,0,0,60,24,168
3831995292718397983,0,0,0,60,24,168
873673800041401959,0,3,30,60,21,138
9202711225687266799,60,24,168,0,0,0
6832500647646238600,60,24,154,0,0,14
1472475033685179186,0,7,109,60,17,59
8035280169345798022,60,24,168,0,0,0
7239022952016205864,60,17,160,0,7,8
5414311746658143054,0,22,166,60,2,2
1215655327815183943,60,22,164,0,2,4
1568048303936889128,60,24,168,0,0,0
3188318734323379036,60,23,167,0,1,1
5996396065338464202,60,24,168,0,0,0
1077598105044859333,60,24,168,0,0,0
7518661241263595294,0,0,0,60,24,168
8263181686057996994,0,0,0,60,24,168
590843890890025127,0,0,0,60,24,168
6841048427396532172,60,24,104,0,0,64
5561445288164916058,60,24,168,0,0,0
1405480117379488456,0,0,0,60,24,168
4544186006394581748,0,0,97,60,24,71
3796548763605769448,60,23,161,0,1,7
7559099806977180968,0,13,146,60,11,22
4940608166074009924,60,24,168,0,0,0
6006462190711823986,60,24,168,0,0,0
6636008219025651220,60,24,168,0,0,0
5153298520289822841,60,24,168,0,0,0
1921454076511895339,0,4,41,60,20,127
651601963643042250,60,24,168,0,0,0
4322266895491732641,60,24,168,0,0,0
4208130133022584328,60,24,168,0,0,0
5255972291219072201,60,24,168,0,0,0
5454071307462509613,0,0,21,60,24,147
3924051146992189595,60,24,168,0,0,0
2833183781529752876,60,24,168,0,0,0
1982331733802357791,60,24,168,0,0,0
6129761062917984170,60,24,168,0,0,0
1317382145220044537,60,24,168,0,0,0
8583486050792611849,0,0,0,60,24,168
8757398362909430924,60,23,162,0,1,6
8745703118699712393,60,24,168,0,0,0
9074063895059410289,0,13,146,60,11,22
4953746467243872212,60,24,168,0,0,0
4910084072022801513,60,24,150,0,0,18
3525217287585506425,60,24,168,0,0,0
7784297346915121707,60,22,88,0,2,80
1007392278459573100,60,24,168,0,0,0
8473273091654403087,60,21,108,0,3,60
1743402440564922921,60,24,168,0,0,0
6918961832133611179,0,0,0,60,24,168
7246842453977127825,60,24,168,0,0,0
8709530841430329316,60,13,129,0,11,39
4306420451573774403,60,24,168,0,0,0
284503359166357286,60,15,128,0,9,40
5315723640595426127,60,24,168,0,0,0
1758856469274535983,60,24,168,0,0,0
8885536830552592015,0,0,0,60,24,168
9101802511186197588,60,24,168,0,0,0
7135674401904833607,60,24,168,0,0,0
7526635601766341401,60,24,168,0,0,0
481748696350437800,60,24,168,0,0,0
5328868441857118583,0,0,0,60,24,168
7788784068052975867,0,0,0,60,24,168
5466866913508747678,60,24,168,0,0,0
5450134941138074122,0,0,0,60,24,168
4825509336555754182,0,0,0,60,24,168
625693576506770342,60,24,168,0,0,0
4978643505938815621,60,24,168,0,0,0
2621443239064396301,60,13,82,0,11,86
7582298718047979573,60,24,168,0,0,0
3236594002592852597,60,24,168,0,0,0
1383351499106565655,60,24,168,0,0,0
7716689494974707507,60,24,168,0,0,0
7318033631342802533,60,15,143,0,9,25
6352326899658992321,60,24,168,0,0,0
6574951301509664221,60,24,168,0,0,0
1686208663804756495,60,14,125,0,10,43
4198224517543875829,60,24,168,0,0,0
165802462521250297,60,23,123,0,1,45
2907412593306028871,60,24,167,0,0,1
3674944513667645297,0,0,20,60,24,148
2169239895486872915,60,24,168,0,0,0
3201099201116628387,60,24,168,0,0,0
3065043782772945562,60,24,168,0,0,0
7571112454384288866,60,24,168,0,0,0
7429020984312919763,0,0,22,60,24,146
5793938162326382521,0,0,75,60,24,93
4570376724461640343,60,19,150,0,5,18
686436119849070400,0,8,51,60,16,117
2285908255987970910,60,24,168,0,0,0
130955237087450280,0,0,0,60,24,168
3842478918515059037,0,0,0,60,24,168
3767574309250544663,60,24,168,0,0,0
3786538689556554382,60,17,134,0,7,34
6186005079598838259,60,24,133,0,0,35
5516253888190090178,60,12,115,0,12,53
4335898159996428306,0,0,0,60,24,168
2290582861195917029,60,9,64,0,15,104
3262434158720804323,60,14,133,0,10,35
553149046217768978,0,0,20,60,24,148
6528569491489415821,60,24,168,0,0,0
3278814740475902856,0,0,0,60,24,168
8262842442210429768,60,24,166,0,0,2
1644437974845280499,60,24,168,0,0,0
2592138981311076441,60,24,168,0,0,0
7840885480816128516,60,24,168,0,0,0
1617831976401113615,60,24,168,0,0,0
8063099224942407520,60,24,168,0,0,0
134748699979859945,60,24,168,0,0,0
2378834470095357297,60,24,168,0,0,0
5958491310791782260,60,24,168,0,0,0
2141904638733388878,60,24,132,0,0,36
8985744321566860015,60,24,168,0,0,0
2862121952645485719,0,0,35,60,24,133
4349618685772968066,0,0,0,60,24,168
4835555575675425310,0,0,0,60,24,168
284697877670994683,60,24,168,0,0,0
3505351204259761995,0,12,55,60,12,113
1168158950802293436,60,24,168,0,0,0
6394463772226245099,60,24,168,0,0,0
7110737882995852087,60,23,57,0,1,111
4990671685384757010,60,24,168,0,0,0
14830874186554081,60,24,168,0,0,0
3445787600397040271,0,0,0,60,24,168
5532343280896549215,0,13,146,60,11,22
5844006645441408394,0,0,0,60,24,168
5335911303971711808,60,24,168,0,0,0
7143583267897215602,60,24,168,0,0,0
5920854274538194496,60,24,168,0,0,0
60533681262958240,0,0,23,60,24,145
7707800654103542089,60,24,168,0,0,0
2653750922932117023,60,24,168,0,0,0
4484507102093088703,0,0,39,60,24,129
9106695901030781348,60,24,168,0,0,0
4727890401313663850,60,24,168,0,0,0
6679610164581485748,60,24,168,0,0,0
3979734616819094992,60,24,168,0,0,0
3491046341136078966,0,0,0,60,24,168
6616895453551679938,60,24,168,0,0,0
5390030211522899785,0,0,0,60,24,168
1420436086967022582,60,24,168,0,0,0
1450463648853122222,60,24,168,0,0,0
2761265486878242296,60,24,168,0,0,0
3877708758432719766,60,24,168,0,0,0
3349955857880974959,0,0,29,60,24,139
1510385304919427114,60,24,136,0,0,32
3271822491590228237,60,24,168,0,0,0
5264943875570395310,0,0,20,60,24,148
2627949047200693648,0,18,92,60,6,76
4149936396261035889,60,24,168,0,0,0
6013612312650780121,60,24,168,0,0,0
4837120148578013201,60,24,168,0,0,0
